source,target
150,1435
151,1049
151,313
151,566
151,1928
151,1065
151,1667
152,741
153,926
153,748
153,1909
153,765
153,705
154,1737
154,1451
154,1226
154,1383
154,1189
155,260
156,2061
156,1711
156,799
156,1544
157,198
157,1317
157,279
157,1693
157,1868
158,562
158,696
158,376
158,866
158,253
158,767
159,751
159,284
159,1318
159,1176
159,2057
159,175
160,1456
160,1831
160,1479
160,264
161,1635
161,483
161,375
161,601
161,1284
162,1023
163,600
163,1407
163,198
163,1659
164,1376
164,710
164,401
165,1558
165,1225
165,1300
166,1428
166,481
166,1287
166,1322
166,2019
166,1080
167,403
167,826
168,1994
168,940
168,698
169,1572
170,1518
171,634
172,916
172,497
172,1315
172,1387
172,673
172,1268
173,919
173,1638
173,1872
173,1218
173,1292
173,1746
174,1355
174,985
174,1531
174,1797
175,472
175,1936
175,213
175,2046
175,1847
176,523
176,458
176,802
176,300
176,2021
177,1259
177,2024
178,1105
178,473
179,1253
179,297
179,1005
179,680
179,1082
180,683
181,545
182,698
182,1814
182,502
183,471
183,1040
183,886
184,1692
184,569
184,2042
184,1701
184,251
184,952
185,667
185,1770
185,710
185,1852
185,535
186,2060
186,1548
186,1863
186,485
186,212
187,1372
187,1744
187,1168
188,674
188,632
189,903
189,451
190,1514
191,1460
191,350
191,1533
192,1787
192,371
192,1939
193,582
193,1687
193,2016
194,276
194,881
195,1683
195,1273
195,1998
195,556
196,1767
197,1274
197,1452
197,828
197,921
197,1548
198,1834
198,1756
199,1610
199,1432
200,577
200,1279
200,503
200,1942
201,1348
201,785
201,678
202,1986
204,379
205,1360
205,1477
205,1769
206,1187
206,1823
206,1311
206,1283
206,548
207,1881
207,377
207,1930
207,741
208,1040
208,1599
208,804
208,1616
208,1798
209,512
209,807
209,636
209,579
209,1392
210,735
210,345
210,535
211,596
211,1860
212,1445
212,742
213,473
213,462
213,1532
214,1734
214,1831
214,1357
214,499
215,1811
215,586
215,1311
215,1261
215,1609
215,1649
216,1265
216,832
216,1249
216,853
216,1272
217,737
217,728
217,611
218,564
219,913
219,447
219,1781
219,513
219,1589
219,1762
220,516
220,1249
220,825
221,1433
222,321
222,857
222,535
223,988
223,1901
224,300
224,279
224,802
224,539
225,1831
227,1958
227,1440
227,1079
227,1195
227,448
228,1772
228,1400
228,366
228,1978
228,822
229,1106
229,439
230,554
230,786
230,617
230,988
230,1696
230,1930
231,1330
232,1279
233,1819
233,939
233,1822
234,271
235,838
235,1183
235,2027
236,1596
236,1419
236,600
237,392
237,890
237,1019
237,246
237,1258
237,320
238,973
239,526
240,580
241,1927
242,1404
242,610
242,1079
242,1269
242,2053
243,1772
243,1380
243,1952
243,930
243,1105
244,410
244,1693
244,556
244,292
246,454
246,1846
246,1622
246,1136
247,1288
247,570
247,384
248,1936
248,961
248,1420
249,1734
249,1961
249,932
250,788
250,950
250,2072
250,1474
250,1065
251,1008
251,969
251,2016
252,1519
252,1288
253,1788
253,1250
253,2047
253,1733
253,359
254,989
254,1205
255,1066
255,1567
255,646
255,1348
256,432
256,1310
257,1451
258,482
258,1951
259,1303
260,1896
260,1540
261,1946
262,1621
264,1148
266,1588
266,536
266,1749
266,1144
267,1665
267,2020
268,1487
269,521
269,1416
270,934
270,1175
270,651
271,472
271,1495
271,436
272,386
273,637
274,1872
274,598
275,1242
275,1013
275,478
275,1917
275,1622
276,1343
276,409
277,650
277,473
277,1674
277,1036
277,1980
278,1672
278,350
278,501
278,1284
278,2067
279,711
279,814
279,1706
280,1820
281,1253
281,1265
281,1549
281,709
281,1830
282,1867
282,1197
282,1828
283,1084
283,1852
283,1224
283,1427
283,765
284,1412
284,707
285,1237
285,509
285,1607
285,1972
285,510
285,1888
286,732
287,879
287,330
288,308
288,399
288,800
288,1921
288,1973
288,1700
289,1600
289,1205
289,2050
289,1087
289,709
289,586
290,2044
290,1591
290,1116
291,665
291,626
291,420
292,832
292,1111
292,1692
292,1646
293,877
293,1609
294,1930
294,968
294,1169
294,689
294,959
294,1996
295,460
295,1899
295,1032
295,1564
295,337
296,1324
296,1083
296,1500
296,1756
296,1979
297,1591
297,299
298,602
299,1209
299,833
300,1332
300,1373
300,2038
300,584
301,398
301,944
302,1288
302,837
302,1420
303,712
303,1808
303,1897
303,827
304,1961
304,1341
304,1127
305,2015
305,871
305,984
305,598
305,841
305,954
306,649
307,1251
307,382
308,425
308,1484
308,726
310,1166
310,616
311,1647
311,742
311,452
312,587
313,2034
313,798
313,1014
313,1873
314,2071
314,1687
314,1229
314,1316
315,346
315,484
315,1781
315,1667
315,1730
316,747
316,492
316,481
316,876
316,1240
317,392
318,483
318,1868
318,972
318,587
318,1638
319,827
319,1292
319,1364
319,781
320,1773
320,1873
320,1907
320,944
321,1810
321,509
321,1734
322,1612
322,1712
322,851
322,894
323,480
323,1438
324,882
324,1715
325,573
325,843
326,971
326,1583
326,2009
327,543
327,1761
327,585
327,1267
327,1560
328,912
329,1215
330,1305
330,432
330,1778
331,1294
331,1042
331,1196
332,848
333,1390
333,867
334,696
335,1014
335,2018
335,1455
335,1482
335,553
336,818
336,650
337,1006
338,1730
338,447
338,395
338,1274
339,1543
340,933
340,394
340,1832
341,1762
342,1286
343,1380
344,1122
344,763
344,1222
344,614
345,579
345,1577
346,899
346,516
346,786
346,1664
346,1889
347,1466
347,1394
348,731
349,914
349,901
349,1344
349,1221
350,1006
351,543
351,1970
351,1096
351,1904
352,1017
352,711
352,842
352,985
352,1733
353,421
353,1033
353,1743
353,1781
353,546
354,1900
354,509
354,1654
354,1921
356,1012
356,360
357,1286
357,1122
358,1135
358,498
358,793
359,926
359,863
360,1698
360,1828
360,990
360,1548
361,825
361,1733
362,1516
363,1697
363,1719
364,859
365,644
365,1424
365,433
366,638
366,1019
366,1976
367,1148
368,414
369,1332
369,469
369,1122
370,930
370,1107
371,1761
371,1779
371,398
372,1778
373,861
374,1295
374,1573
374,935
374,707
375,1442
375,1178
376,1145
376,1345
376,1015
376,982
376,1410
378,1145
378,925
378,503
378,1881
379,758
379,1658
379,943
380,513
380,1152
380,504
380,1069
380,839
380,1254
381,1533
381,1264
382,1766
382,1145
382,1107
382,1148
382,1717
383,1248
383,1101
383,1528
384,483
384,973
384,1117
385,1816
386,1859
386,636
386,1600
386,811
387,1523
387,769
387,1444
387,1341
388,1293
388,825
388,1050
389,1549
390,1453
390,1756
390,1633
390,1101
391,399
391,2041
392,1487
393,1051
394,789
394,797
394,1768
394,2033
394,1112
395,1070
396,439
396,1040
396,1072
398,1204
398,1931
398,1382
399,1727
399,849
399,1031
400,1173
400,728
400,1012
400,766
400,2068
401,1161
401,1199
401,1826
401,1387
402,1119
402,1304
402,1380
403,1076
404,1167
404,952
404,1306
405,1111
406,1169
407,1936
409,1071
409,1964
409,976
409,573
409,1895
410,819
410,501
410,1031
411,847
411,867
412,1117
413,1671
414,1701
415,1455
416,1978
416,499
416,495
416,1113
416,1981
416,1365
417,1666
418,567
419,1067
420,2012
421,1365
421,849
421,558
421,1417
421,825
422,1902
422,999
423,723
423,1384
424,452
424,1481
424,938
424,1769
424,1771
424,1796
425,1029
425,1152
425,1998
425,1674
425,1800
426,930
426,1805
426,468
427,1434
427,2049
428,1786
428,1305
428,1578
429,1073
429,725
429,1671
429,996
430,871
430,1245
431,1252
431,778
431,687
432,1703
433,442
433,1061
433,1036
433,778
434,1521
434,1773
434,631
434,831
434,1574
435,452
435,1543
435,1740
435,1636
435,1172
435,483
436,1452
436,669
436,1243
436,589
436,1330
437,753
438,912
438,878
438,866
438,1034
439,1019
439,538
439,1382
439,1945
440,1184
440,1817
440,1670
440,1228
441,1149
441,1885
441,1279
442,823
442,446
442,1210
443,498
444,907
444,461
444,1868
445,1055
445,1441
445,689
445,2066
445,1492
446,793
446,649
446,1042
446,874
446,1435
447,758
447,1516
448,878
448,1439
448,1240
448,732
449,1044
449,1858
449,484
449,1034
450,1825
450,529
450,2072
451,1452
451,1575
452,463
452,1434
452,1876
453,1056
453,1461
453,899
453,1854
454,1408
454,940
454,1399
455,1504
455,1929
456,1775
457,1811
457,531
457,1551
458,2046
458,882
458,1451
458,1912
460,1337
460,1104
460,991
461,1864
461,1398
461,679
461,1340
462,2055
462,927
462,559
462,463
463,1345
463,2005
464,2023
464,1145
464,1349
465,1843
465,1761
465,1066
465,1277
465,1752
465,1144
466,1230
466,1205
466,1822
467,1897
467,1631
467,555
467,1147
467,1185
468,1325
468,1822
469,1160
470,1775
470,780
471,1806
471,1216
471,1339
471,751
472,1314
472,1736
472,1431
472,1381
473,1937
473,806
474,1971
475,531
476,1006
476,1463
477,956
477,1901
477,1892
477,2047
477,1920
478,1666
478,1739
478,1733
478,1215
478,1442
479,1160
479,1589
479,504
479,1961
479,1222
480,1944
480,844
480,1801
481,1939
481,1883
482,1310
482,1204
482,1677
483,1422
483,484
484,1412
487,835
487,2018
487,1113
490,872
490,1488
491,626
491,1437
491,1601
491,1713
491,1103
492,1177
492,706
492,2007
492,1771
492,1176
493,839
493,1213
493,678
493,722
494,1021
494,1848
494,1472
494,1384
494,1283
494,1161
495,1048
495,2017
495,521
496,1232
496,835
496,1577
497,975
497,1908
497,1131
497,1783
498,1055
498,1139
498,756
499,1111
499,1893
499,878
500,1377
500,1826
501,1285
501,1985
501,1667
501,721
503,1481
504,967
505,938
505,759
505,1789
505,1744
505,1334
505,1596
506,1812
506,2003
506,1489
508,1128
508,885
508,1921
509,1444
509,891
509,1274
510,761
511,2070
511,1918
511,1373
511,1934
511,640
512,1140
512,846
513,1832
513,1337
513,1394
513,1893
514,1179
515,973
515,809
515,1046
516,1997
517,1100
517,1385
517,942
517,822
517,1567
519,1116
519,1796
519,1525
519,1635
520,949
520,1787
520,1800
520,1870
521,1405
521,1925
522,988
522,1687
522,1269
523,1349
523,859
524,1373
524,1475
524,815
525,1244
525,677
525,889
526,1254
526,529
526,1069
526,875
526,2020
527,1542
527,1249
528,1828
528,1065
528,1868
528,1722
528,1516
528,847
529,1408
530,1510
531,869
531,2009
531,2053
532,1979
533,1957
533,1688
534,661
534,808
534,1139
534,1458
534,589
535,2004
536,1749
536,1481
536,1737
536,1395
537,1405
537,1886
537,574
537,1558
537,1215
538,1003
538,763
538,1347
538,1595
539,1714
539,1500
539,1482
540,1890
540,1639
542,2016
542,1939
543,880
543,1617
543,1195
543,1164
544,1587
544,1047
545,1753
545,1729
545,555
546,1724
546,684
546,1610
547,1844
548,563
548,1378
548,1950
548,693
549,1801
549,883
549,985
550,1376
550,1604
550,944
551,1443
552,1149
552,1558
552,962
552,998
552,2039
552,756
553,711
553,1043
553,1012
554,1328
554,742
554,2030
555,803
555,1045
556,1074
556,977
557,1028
558,1523
558,1262
558,739
558,601
558,624
559,1925
559,1812
559,1950
560,1674
560,1603
560,837
560,1012
560,1785
561,808
561,2044
561,1003
561,1357
561,1956
562,1662
562,1344
564,756
564,1888
564,701
565,641
565,632
565,1337
565,704
565,1002
565,1938
568,758
568,1163
569,1424
569,1277
569,1006
571,1580
572,1280
573,1424
573,1660
573,1719
574,1868
574,1890
576,1039
576,1506
576,781
576,1250
576,1434
577,1778
577,1230
577,1298
578,976
578,1170
578,636
578,899
579,1371
579,2050
580,2047
580,1976
580,1582
581,760
581,1833
581,704
581,1845
581,603
582,952
582,2065
583,1489
584,1534
584,694
584,1547
584,1953
585,2055
585,1339
585,818
586,1917
586,873
587,1081
587,870
587,1515
587,2045
588,1389
588,1438
588,1953
588,1759
589,2003
589,939
590,1816
590,671
590,1357
590,1800
590,732
591,1959
591,1848
591,1936
592,1932
593,1362
594,1160
594,802
595,1662
595,859
595,1105
595,998
595,1185
596,1370
596,1745
596,1266
596,1205
597,870
597,827
597,1900
598,2006
598,1245
598,1274
598,738
599,2043
599,1339
599,1631
599,1495
600,1823
600,2031
600,1311
600,2045
601,1335
601,1777
601,1303
602,1880
602,1165
603,1595
603,1634
603,992
604,1828
604,900
604,959
607,732
607,1854
607,1185
607,862
607,1858
608,765
608,1570
608,769
609,1685
609,1765
609,1910
609,1069
609,1865
610,1494
610,878
610,1461
610,1976
611,1963
611,936
611,959
612,1374
612,1498
612,2037
612,1182
613,893
613,745
613,1781
613,617
614,1736
615,671
615,1919
616,1064
618,942
618,1307
618,1264
618,1584
619,1419
620,1132
620,1203
620,1721
620,630
620,1440
620,1176
622,834
623,2031
624,1778
625,629
625,1466
625,1264
626,877
626,1349
627,1503
628,1223
628,731
628,1174
628,1477
628,687
629,1048
630,1048
631,708
631,1475
631,1973
631,1760
632,1081
632,1769
632,995
632,1135
633,1684
633,706
633,1729
634,1584
634,934
634,1043
636,1983
637,1650
638,1188
638,1193
638,1644
638,1058
638,1308
640,790
640,1678
641,1982
641,680
641,823
641,1908
642,1024
642,1308
642,1151
643,810
643,1339
643,1342
645,1529
645,1454
645,1397
645,1884
646,1091
646,1762
646,1008
648,1975
651,1514
651,1036
651,1853
652,667
652,1702
652,1619
652,1132
653,1819
653,1477
654,1115
654,950
655,1660
656,898
656,2071
656,1189
656,1249
656,1484
657,1318
657,1979
657,1186
657,662
658,789
658,1463
658,1515
659,1935
659,1067
659,1345
660,737
661,1816
661,1616
661,1036
661,735
661,1877
662,1342
663,1862
663,808
664,709
664,1690
664,1373
665,1336
665,1247
665,1064
665,1762
665,976
666,1973
668,835
668,949
668,1955
669,1647
669,954
669,894
670,1930
670,1981
670,927
670,1886
670,1000
671,1755
671,1466
671,911
671,1956
673,1325
673,1830
673,884
673,1889
676,1490
678,1055
678,1056
678,994
679,1246
680,1228
680,1431
680,1698
681,1082
681,755
681,1437
682,1733
682,2046
682,1030
683,1397
683,1215
684,1348
684,1546
684,945
684,1512
685,1099
685,1271
685,1970
686,1396
687,1772
687,1991
687,1712
687,1269
688,1809
688,813
690,868
690,1614
690,1307
690,2029
690,722
690,2046
691,708
691,1556
692,956
692,1309
692,1352
692,940
692,1706
693,1012
693,1944
694,927
694,1296
694,1957
694,1425
695,1480
696,1372
696,1171
696,1530
697,2050
698,1004
698,1450
698,1165
698,746
699,1579
699,1171
699,1964
700,1045
700,869
700,1530
701,737
701,1963
701,1526
702,1893
702,1505
702,1191
702,1606
703,1211
704,1824
705,1947
706,1533
706,1644
706,1345
707,1621
707,803
708,768
708,1983
709,879
710,1128
710,1312
711,1658
711,1339
712,1814
713,1660
713,1203
713,1318
714,860
714,932
715,1154
715,832
715,1997
715,1839
715,2014
716,1726
716,1214
717,1482
717,1173
718,1411
718,1037
719,1679
719,1390
721,1559
721,1612
721,1986
721,823
722,1599
722,1429
722,1505
722,903
723,2003
723,1382
724,1747
724,1517
725,1603
725,1253
725,1430
725,1443
725,1610
726,887
727,1575
727,1656
728,1844
728,1126
729,1272
729,835
730,1842
730,798
730,1304
731,1338
731,803
731,1298
732,1397
733,852
733,1734
733,1597
733,1758
735,1988
736,2003
736,1264
736,849
736,2009
736,1673
736,1053
738,992
738,1666
738,883
740,1104
740,766
740,1469
741,1860
741,1279
742,890
742,1516
743,1633
743,1209
744,1689
744,1565
744,1037
744,1751
745,1094
745,840
745,1139
745,1241
745,1950
746,1358
746,1201
748,1952
748,1721
748,859
748,1464
749,1123
749,2061
750,1805
751,1242
751,1945
751,1595
753,1131
753,1850
753,1326
753,1369
753,1500
755,1911
755,1008
755,927
755,1734
755,1567
756,1086
756,1881
757,1372
757,1886
757,1066
758,1199
758,915
760,1508
760,1805
761,1982
762,2029
763,854
763,911
763,1164
763,884
764,1424
765,1960
766,1569
767,1934
768,1885
768,997
769,1364
769,792
770,1580
770,1590
770,991
771,1275
771,796
771,1310
772,1243
772,1949
772,1127
773,1224
773,1347
774,1896
774,1708
775,1207
775,999
776,1921
776,1268
776,817
776,1134
776,1564
777,1476
777,1767
777,965
778,1245
779,1471
779,1643
780,1538
780,1957
780,1612
781,1000
781,1602
781,1748
782,977
783,877
785,1622
786,2052
787,1010
787,1571
787,856
787,1752
788,935
789,1814
789,1657
789,1708
789,857
790,2017
790,1171
790,1615
792,1242
793,879
793,1128
793,1964
793,2033
794,1722
795,1912
795,1648
795,1469
795,1969
795,1091
796,895
796,879
796,1088
796,1905
797,1207
797,1528
798,1763
798,1005
798,994
799,1746
800,1405
800,1712
800,1601
800,1528
801,898
802,818
803,1002
804,1371
804,1871
804,1831
805,1157
805,1625
806,1548
806,809
807,1685
807,1669
809,1307
809,1377
812,1765
812,1861
812,2066
812,1025
813,1112
813,1422
813,2015
813,990
814,908
814,1748
814,1558
815,1572
815,1639
815,1606
815,1787
815,2025
816,1509
816,1209
817,2031
817,1218
818,1032
818,1961
820,1196
820,1975
820,1312
820,945
820,1927
821,1911
821,1923
821,1901
821,1558
823,913
823,1593
823,1605
824,1114
824,1496
824,1830
824,987
824,1720
825,2019
825,880
827,909
827,1757
828,1788
829,1290
830,1636
830,1615
830,884
830,839
830,1069
831,1446
832,1085
832,1451
832,1446
833,973
834,1502
835,1787
835,1811
836,1603
837,1633
837,2041
837,1262
838,1130
838,2039
839,1211
839,1784
839,1362
840,1702
840,1464
840,1391
840,1896
841,1390
841,1314
845,1843
846,1296
846,1868
847,1431
847,1105
847,1591
847,1727
848,1060
849,1757
849,1289
850,1952
850,922
850,1602
851,1003
852,1460
852,1713
854,1428
855,2041
855,1381
855,1605
856,1068
856,1678
856,1807
856,1735
857,1684
857,1191
857,2004
858,1579
859,1968
860,1457
860,1977
861,1052
861,1037
861,1961
861,878
862,1797
862,1120
862,1408
863,1758
863,984
863,1202
864,1566
864,1630
865,2004
865,1371
866,1015
866,1288
866,1273
867,2054
868,1523
868,1620
869,1152
871,1732
871,1836
871,1589
872,1801
873,1017
874,925
874,1235
875,1523
875,984
876,1575
876,1369
876,1583
877,1503
878,964
879,1927
880,1413
881,1699
881,1946
881,1160
883,955
883,993
884,1210
884,962
884,1508
885,1790
886,1150
886,1748
886,1591
886,1816
887,1129
888,1251
888,1797
888,1260
888,977
890,1124
891,1108
892,1416
892,1807
893,2018
893,1756
893,1580
893,1464
893,2034
894,985
896,1368
896,1772
896,1477
896,951
897,1660
897,1016
897,1079
897,1851
897,1725
897,1078
898,1019
898,1396
899,1675
899,1695
899,2070
900,1707
901,1063
901,1948
901,1885
901,1851
902,946
902,1974
902,1382
902,1830
902,1523
903,1026
903,1136
903,1150
904,1025
904,1773
905,1106
906,1846
908,1035
911,1388
912,1430
912,1169
912,1925
913,1083
913,1070
913,1225
913,1957
914,1462
914,1259
915,1295
915,1193
915,1026
916,1668
917,1842
917,1216
917,1851
917,1459
919,1400
919,1332
920,1730
920,1956
920,2071
920,1911
920,1584
920,1701
921,1786
921,965
921,1797
922,1519
922,1048
922,1303
922,1265
923,1574
923,1692
923,1254
925,1626
925,1881
925,1110
926,1706
926,1934
926,1051
926,996
927,1843
927,1486
928,1948
929,1752
930,1411
930,1812
930,1002
931,1567
932,1157
932,1920
932,1524
934,1219
934,1193
934,1335
934,1504
936,2035
936,1812
936,1488
936,1442
937,1095
937,1758
938,966
938,1037
939,1610
940,1817
940,1219
940,1211
941,1699
942,2058
942,1366
942,1450
943,1258
943,1257
943,1817
944,1680
944,1470
944,1058
945,1470
945,1124
945,1993
946,1499
946,1515
947,1921
947,963
947,1318
947,1651
947,1046
947,1167
948,1881
949,1676
949,1634
949,1597
950,1192
950,1134
951,1530
951,1655
951,1155
952,1928
952,1717
953,1239
953,1831
954,1917
954,1643
955,1996
955,1870
957,1265
958,1983
959,1428
959,2014
962,1861
963,2018
963,2023
963,2043
963,1306
964,1948
964,1749
964,1116
964,1959
964,1073
965,1928
965,1114
965,1757
967,1800
967,1521
968,1829
968,1312
968,1322
969,1155
969,1786
970,1427
970,1798
971,1624
971,1661
971,997
971,1096
972,1511
972,1540
972,1448
973,1474
973,1830
975,1371
975,1741
975,1131
975,1395
976,1870
977,1857
979,1062
979,1519
979,1908
980,1297
981,1750
981,1107
981,1471
981,1889
983,1978
985,1112
985,1448
986,1611
987,1823
987,1377
988,1847
989,1525
990,1162
991,1809
991,1489
992,1389
992,1378
993,1602
994,1729
994,1176
995,1852
995,1758
995,1766
996,2036
996,1809
997,1338
997,1427
998,1834
999,1583
999,1312
1000,1193
1000,1455
1003,1131
1003,1057
1004,1982
1004,1010
1005,1807
1005,1318
1006,1641
1007,1887
1007,1393
1007,1154
1007,1883
1007,1721
1008,1867
1008,1518
1008,1520
1009,1880
1009,1778
1009,1325
1010,1381
1010,1701
1011,2066
1012,1775
1013,1996
1014,1337
1015,2010
1016,1338
1016,1930
1016,1667
1016,1048
1017,1018
1017,1032
1018,1919
1020,1829
1020,1993
1021,1597
1022,1404
1023,1300
1024,1861
1025,1728
1025,1080
1025,1355
1025,1481
1027,1385
1027,1056
1027,1210
1028,1655
1029,1057
1029,2020
1029,1367
1029,1247
1030,1244
1031,1918
1031,1748
1031,1459
1032,1126
1033,1328
1033,2049
1034,1796
1035,1842
1036,1461
1036,1442
1037,1078
1039,1289
1039,1701
1039,1053
1040,1521
1040,1256
1040,1808
1042,1983
1042,1324
1042,2049
1042,1355
1043,1280
1043,1460
1043,1918
1043,1172
1045,1310
1046,1678
1046,1973
1047,1208
1047,1085
1049,1080
1049,1255
1049,2008
1050,1760
1050,1276
1050,1450
1053,1482
1055,1624
1055,1909
1055,1243
1056,2065
1056,1726
1056,1299
1057,1430
1058,1822
1058,1335
1059,1375
1059,1458
1060,1582
1060,1292
1060,1956
1060,1314
1064,1490
1064,1466
1065,1091
1066,1621
1066,1182
1066,1441
1067,1347
1068,1096
1069,2012
1069,1981
1070,1519
1072,1537
1073,1742
1073,1686
1073,1612
1073,1626
1075,1413
1076,1890
1077,1327
1079,1409
1079,1280
1079,1494
1080,1810
1081,1582
1081,1699
1082,1838
1082,1908
1082,1686
1083,1351
1083,1664
1083,1435
1084,1318
1087,1294
1087,1243
1088,1882
1089,1791
1089,1127
1089,1633
1089,1294
1089,1803
1090,1713
1090,1457
1091,1773
1093,1329
1093,1175
1094,1469
1095,1462
1096,1932
1096,1664
1097,2008
1098,1896
1098,1702
1098,1790
1098,1974
1099,1660
1099,1111
1100,1376
1100,1576
1102,1137
1102,1888
1103,1168
1103,1548
1104,1124
1104,1265
1104,1922
1105,1926
1106,1328
1106,1789
1106,1421
1108,1222
1109,1365
1109,1732
1110,1815
1110,1765
1110,1189
1111,1633
1113,1679
1113,1217
1115,1126
1115,1789
1116,1782
1116,1206
1116,1406
1117,1118
1117,1168
1117,1269
1117,1765
1118,1522
1118,2037
1118,1188
1119,1799
1119,1325
1119,1745
1119,1724
1120,1211
1120,1428
1120,1422
1122,1516
1122,2065
1122,1130
1123,1997
1123,1456
1126,1493
1126,1991
1126,1569
1127,1738
1128,1747
1129,1683
1131,1649
1136,1972
1136,1831
1136,1821
1137,1187
1137,1258
1137,1311
1137,1293
1140,1941
1140,1835
1140,1354
1141,1245
1141,1324
1142,1347
1142,1264
1142,1226
1143,1438
1143,1395
1143,1840
1144,2022
1144,1737
1144,1380
1145,1397
1148,1542
1148,1558
1149,1173
1149,1309
1149,1978
1149,1185
1150,1588
1150,2025
1151,1324
1152,1767
1153,1613
1153,2036
1154,1654
1154,1803
1154,1565
