id,A,H
361,0,0
362,0,1
363,0,1
364,0,0
367,1,1
370,0,0
371,0,0
373,0,1
374,0,1
375,0,0
376,0,1
377,1,0
378,0,0
379,0,1
380,0,1
381,0,1
382,0,0
383,1,0
385,1,1
387,0,1
388,0,0
389,1,1
390,0,1
391,0,1
392,0,0
393,0,1
394,0,0
396,1,1
401,1,1
403,1,0
404,1,0
406,0,0
407,0,0
408,0,0
410,0,1
411,0,0
414,0,1
415,0,0
416,0,0
417,0,0
418,0,0
419,0,0
420,1,1
421,0,0
422,0,1
426,0,0
427,1,0
428,0,1
429,0,0
430,0,0
431,0,0
432,0,0
433,0,1
434,0,0
435,0,0
436,1,1
437,0,1
438,0,1
439,0,0
440,0,0
441,0,1
442,0,0
443,0,0
445,0,0
447,1,0
448,0,1
449,0,0
450,1,0
451,0,0
452,0,0
454,1,1
455,0,1
456,0,0
457,1,0
458,0,1
459,0,0
461,0,1
462,0,1
463,0,0
464,0,0
465,0,0
466,0,1
467,1,0
473,0,1
475,0,0
476,0,1
477,0,0
478,0,0
479,0,1
480,1,0
481,0,0
483,0,0
484,0,1
485,0,1
486,1,1
487,0,0
488,0,0
489,1,1
490,0,1
493,0,0
494,0,1
495,0,1
498,0,0
502,0,0
503,0,0
504,1,0
505,0,0
507,0,0
508,0,0
509,0,1
510,0,1
511,0,1
512,1,0
514,0,1
515,0,1
516,0,1
517,0,0
518,0,1
519,0,0
520,0,1
521,1,0
524,0,0
525,0,0
526,0,0
527,0,0
528,1,1
530,0,1
531,1,0
532,0,0
533,1,1
534,0,1
535,0,0
536,0,1
541,0,0
542,0,1
543,0,1
544,0,0
546,0,0
547,0,0
548,1,0
550,0,1
552,0,1
553,0,0
554,0,0
556,0,0
561,1,0
563,0,1
564,0,1
565,0,1
566,1,0
567,0,1
568,0,1
569,1,0
571,1,1
572,0,0
573,0,1
574,0,0
578,0,0
