id,A,H
234,1,1
480,0,1
81,0,0
227,0,1
508,0,0
360,0,0
446,1,1
84,0,0
330,0,0
299,0,1
85,0,1
283,0,1
86,0,1
400,0,0
202,1,1
485,0,0
109,1,1
358,0,1
232,0,1
339,0,0
89,0,0
90,1,1
327,0,0
379,0,0
495,0,0
139,0,0
93,1,0
204,0,1
94,1,0
383,0,1
223,0,0
345,0,0
96,0,0
251,0,0
489,0,1
491,1,0
128,0,1
107,1,0
183,0,0
313,0,0
355,1,0
137,0,0
102,0,0
422,0,1
287,0,0
113,0,0
249,1,0
437,0,1
366,0,0
106,0,1
322,0,1
272,0,0
390,0,0
117,0,0
407,1,0
447,0,1
312,0,0
474,0,0
499,1,1
112,0,1
494,0,0
507,0,1
308,0,1
382,0,0
118,0,1
136,0,0
413,0,1
380,0,0
314,0,1
226,0,1
123,0,0
511,1,1
260,1,0
125,0,0
168,0,0
126,1,0
452,0,1
464,0,0
239,0,0
440,0,0
129,1,1
131,0,0
184,0,1
132,0,0
428,0,0
134,0,1
487,0,0
135,1,0
238,0,1
479,0,1
138,0,0
388,1,1
424,0,0
278,0,1
141,0,0
198,0,1
282,0,0
143,0,1
417,0,0
510,0,1
241,0,1
144,0,0
201,1,0
245,0,1
402,1,1
404,0,0
149,0,1
151,0,1
340,0,0
153,0,0
401,0,1
154,0,0
405,0,0
156,0,0
214,0,1
162,1,1
177,0,0
199,0,0
311,0,1
166,0,0
456,0,0
498,0,1
505,1,1
270,1,1
362,0,1
170,0,0
191,0,1
172,1,0
225,0,0
478,0,1
280,0,0
416,0,0
175,1,0
193,0,0
197,0,1
442,0,0
286,0,1
482,0,1
389,0,1
248,1,0
186,0,1
466,0,0
189,0,1
279,0,1
190,0,0
342,0,0
231,0,1
244,0,0
451,1,1
240,0,0
254,0,0
458,0,0
359,0,0
496,0,0
246,0,1
255,0,1
500,0,1
323,0,0
203,0,0
205,0,0
206,0,1
406,1,0
357,0,1
210,0,0
476,1,1
215,0,0
304,1,0
217,1,0
468,1,0
218,0,1
250,0,1
221,0,0
403,1,0
224,0,1
228,0,0
493,0,1
384,0,0
235,0,0
236,0,1
329,0,1
365,1,0
372,0,1
504,0,0
267,0,1
264,0,1
298,0,0
332,0,0
328,0,0
257,0,1
258,0,0
261,1,1
331,0,1
263,0,1
335,0,0
347,0,1
381,0,1
361,0,1
290,0,0
288,1,0
285,0,0
291,0,1
394,0,0
501,0,0
309,0,1
300,0,0
497,0,1
303,0,0
398,0,0
319,1,1
473,0,0
463,0,0
481,0,1
353,0,0
465,0,1
397,1,0
484,1,1
363,0,1
506,0,0
368,0,0
378,0,0
434,0,1
396,0,0
486,0,1
470,0,0
