id,A,H
1072,0,1
1204,0,1
1931,0,0
1382,0,1
1727,0,0
849,1,1
1031,0,1
400,0,0
2068,1,1
1161,1,0
1826,0,1
402,1,0
1119,0,1
1304,0,1
1076,0,0
404,0,0
405,0,1
407,0,1
1071,0,0
1964,0,0
1895,0,0
819,0,1
411,0,1
847,0,1
412,0,0
413,1,0
415,0,1
416,0,0
495,1,1
1113,0,1
1365,0,0
417,0,0
1666,0,0
567,1,1
419,0,0
1067,0,0
2012,0,1
558,0,0
1417,0,0
422,0,1
1902,0,0
423,1,1
723,0,1
1384,0,1
424,0,1
1481,0,1
938,1,0
1771,0,0
1796,0,1
1029,0,1
1800,0,0
426,0,1
1434,1,1
428,0,0
1786,0,1
1578,1,0
429,1,0
1073,1,1
725,1,0
996,0,0
430,0,0
1245,1,0
431,1,0
1252,0,1
778,0,1
687,1,1
1703,0,0
442,0,1
1061,0,0
434,0,0
1521,0,0
631,0,1
831,0,0
1574,0,0
435,0,0
1740,0,1
1636,1,1
1172,0,0
669,0,0
1243,0,1
589,0,1
437,0,0
753,0,0
438,0,0
878,0,1
1034,0,1
538,0,1
440,0,1
1184,0,0
1817,0,0
1670,0,1
441,0,0
1149,0,1
1885,0,0
823,0,0
446,0,1
1210,0,0
443,0,0
444,1,1
907,1,1
1055,0,1
1441,0,0
2066,0,1
1492,1,1
874,0,0
1044,0,1
1858,0,1
450,0,0
529,0,1
1575,0,0
1056,0,0
1854,0,1
1408,0,0
1399,0,0
455,0,0
1504,0,1
456,1,1
1775,0,1
457,0,0
531,0,1
1912,0,0
1337,0,0
1104,0,1
991,0,1
1398,1,1
679,0,0
1340,0,1
2055,1,0
927,0,0
559,0,0
464,0,0
2023,0,1
1349,0,0
465,0,1
1843,0,1
466,0,0
1230,1,0
467,0,1
1631,0,1
1147,0,1
1185,0,1
1325,0,0
1160,0,1
1806,0,1
1216,0,1
1339,0,1
1314,0,1
1736,0,0
1431,0,1
1381,1,1
1937,1,0
806,0,1
474,0,1
1971,0,0
475,0,1
1463,1,1
477,0,1
956,1,1
1892,0,1
1739,0,0
479,0,0
844,0,1
1801,0,1
1883,0,1
1677,0,0
1422,1,0
835,0,1
490,1,0
491,0,0
1437,0,1
1601,0,0
1713,0,1
1177,0,1
706,0,0
2007,0,0
1213,0,0
722,1,1
494,0,1
1021,0,0
1848,0,0
1472,0,0
496,0,0
1232,0,0
1908,0,1
1783,0,1
1139,0,1
756,0,0
1893,0,0
500,0,0
1377,0,1
1285,0,0
1985,0,0
721,0,0
505,0,1
759,0,1
1789,0,0
1334,0,1
506,0,1
2003,0,1
1489,1,0
885,0,0
891,0,0
761,0,0
1918,0,0
640,0,1
1140,0,0
846,0,0
514,0,0
1179,0,0
515,1,0
809,0,0
1046,0,0
1997,0,0
517,0,1
1100,0,0
520,0,1
1870,1,0
522,0,0
1475,0,1
815,0,1
525,0,1
1244,0,1
677,0,0
889,0,1
875,0,0
1542,0,1
528,0,0
1722,0,0
530,0,1
1510,1,0
532,0,1
533,1,0
1957,0,0
534,0,0
661,0,1
808,0,1
1458,0,1
2004,0,0
537,0,1
1886,0,1
574,1,0
1003,1,1
1347,0,1
1595,1,0
540,0,1
1890,0,1
542,1,0
880,0,1
1617,0,1
1164,0,0
1587,0,0
1047,1,0
1729,0,0
1724,0,1
547,0,1
1844,0,0
563,0,0
1378,0,0
1950,0,1
693,0,0
883,0,1
550,0,0
1604,0,0
551,0,1
552,0,0
962,1,0
998,0,0
1043,0,1
1328,0,0
2030,0,0
803,0,1
977,0,1
557,0,0
1028,0,0
739,0,0
624,0,1
560,0,0
1603,0,1
1785,0,0
561,0,0
1956,0,1
1662,0,1
701,0,0
565,0,0
704,0,1
1002,0,0
1938,0,1
568,0,1
1163,0,0
571,0,0
572,0,1
1280,0,1
1660,0,1
1039,0,0
1298,1,0
1170,0,1
1371,0,0
581,1,1
760,0,0
1845,1,0
603,1,0
2065,0,1
694,0,1
1547,0,0
1953,0,0
873,0,0
1081,0,0
870,0,1
1515,0,0
2045,0,0
588,0,0
1389,1,0
1759,0,1
590,0,1
671,0,1
591,0,1
1959,1,0
592,0,0
1932,0,0
593,0,0
1362,0,0
595,0,0
1370,1,0
1745,0,1
1266,0,0
597,0,0
2006,0,0
599,0,0
2043,0,1
2031,0,1
1335,0,0
1777,0,1
1880,0,1
1165,0,1
1634,0,1
992,0,0
604,0,1
900,0,0
607,0,1
862,0,1
608,0,0
1765,0,0
1910,0,1
1494,0,1
1963,0,0
936,0,1
612,0,0
1498,0,0
613,0,0
893,0,1
745,0,0
1919,1,1
1064,0,1
1307,0,1
619,0,0
620,0,0
1132,0,0
1203,0,1
1721,0,0
630,0,1
622,0,1
834,0,0
623,0,0
625,0,1
629,1,1
627,0,1
628,0,1
1223,0,1
1174,0,1
708,1,0
1760,0,0
995,0,1
1684,0,1
1644,0,0
1058,0,1
1678,0,0
1982,0,0
642,0,0
810,0,1
1342,0,1
645,0,1
1454,1,1
1884,1,1
1091,0,1
648,0,0
1975,0,1
1853,0,0
652,1,0
1702,0,0
1619,0,0
653,0,1
1115,0,0
655,0,0
656,0,1
898,0,0
657,0,1
1186,1,1
662,0,1
658,0,0
659,0,0
1935,0,1
660,0,0
1877,0,1
663,0,0
1862,0,0
664,1,0
1690,0,0
1247,0,0
666,1,0
1955,0,0
670,0,0
1000,0,0
1755,0,1
884,0,1
676,0,1
1490,0,1
994,0,1
681,0,1
755,0,1
682,1,0
1030,0,0
1546,0,0
1512,1,1
685,0,1
1099,0,1
1271,1,1
686,0,0
1396,1,0
688,0,1
1809,1,0
813,0,0
690,0,0
868,0,0
1614,0,0
2029,0,0
691,0,0
1556,1,0
1309,0,0
1352,0,0
1296,0,0
1425,0,1
1480,0,0
1171,0,1
1530,0,0
697,0,1
1004,1,0
1450,0,0
699,0,0
1579,1,1
700,0,1
1526,0,1
702,0,1
1505,0,0
1191,1,0
1606,0,0
703,0,0
1211,0,0
1824,0,1
768,0,0
1312,0,1
713,0,0
714,0,0
860,1,0
715,0,1
1154,0,0
2014,0,1
716,0,0
1726,1,1
1214,0,1
717,0,0
1411,0,0
1037,0,0
719,0,0
1679,0,0
1559,0,1
724,0,1
1747,1,0
1517,0,1
1430,0,0
887,0,1
727,0,1
1656,1,0
1126,0,1
730,0,1
733,1,0
852,0,1
1597,0,1
1758,0,0
1988,0,0
736,0,0
1053,0,1
1469,0,1
743,1,0
744,0,1
1689,0,1
1565,0,0
1094,0,1
840,0,0
1241,0,0
1358,0,1
1201,1,1
1464,0,1
749,1,1
1123,0,0
1326,0,1
1369,0,0
1911,1,1
1086,0,0
757,1,1
1508,0,0
762,0,1
764,0,0
1960,0,0
1569,0,1
792,1,0
770,0,0
1590,0,1
1275,0,1
796,0,1
1949,0,1
1708,0,1
1207,0,1
776,0,1
817,0,1
1134,0,0
777,0,1
1476,0,0
965,0,1
779,0,0
1471,0,1
1643,0,1
1538,0,0
1602,0,1
1748,0,0
782,0,0
783,0,0
787,0,1
1010,1,1
1571,0,1
856,0,0
1615,0,1
794,1,1
795,0,1
1969,0,0
1088,0,0
1905,0,1
801,0,0
1871,1,1
805,0,0
1157,1,1
1625,0,0
1861,0,1
1025,0,0
908,0,1
2025,1,0
816,1,0
1509,0,1
820,0,1
1923,0,1
1605,0,1
824,0,1
987,0,1
909,0,1
1757,0,1
829,0,1
1290,0,0
830,0,0
1446,0,1
1085,1,1
1502,0,0
836,0,1
1130,0,1
1784,0,0
1391,0,1
1060,0,0
1289,0,1
850,0,0
1068,0,0
858,0,1
1968,0,1
1457,0,1
1977,0,1
1052,0,1
1120,1,1
1202,1,0
1566,0,0
1630,0,1
865,0,0
2054,0,0
1620,1,0
1732,0,0
1836,0,1
1235,0,0
964,0,0
1413,0,0
1699,0,1
993,1,1
1150,1,1
1129,0,0
888,0,0
1260,0,0
1124,0,0
1108,0,0
892,0,0
1368,0,0
897,0,1
1851,0,1
1725,0,1
1078,0,1
1675,0,0
1695,0,0
1707,0,0
1063,0,0
1948,0,1
902,0,0
946,0,0
1974,0,0
1026,0,0
904,0,0
905,0,0
906,0,1
1388,0,1
917,0,0
1459,0,0
920,0,0
923,1,1
1626,0,0
1486,0,0
928,0,1
929,0,1
931,0,0
1219,0,1
937,0,0
941,0,1
2058,0,0
1366,1,0
1257,1,1
1680,0,1
1499,0,1
947,0,1
963,0,1
1651,0,1
948,0,0
1676,0,0
1192,0,1
1655,0,0
1155,0,1
953,0,0
1239,0,1
957,0,1
958,0,0
1829,0,0
970,0,0
1624,1,0
1661,0,1
1511,0,1
1448,0,0
1741,1,0
979,0,0
1062,0,1
980,0,0
1297,0,1
981,0,0
1750,0,0
983,0,1
986,0,0
1611,0,1
1162,1,1
1057,0,0
1641,0,1
1007,0,1
1887,0,0
1520,0,0
2010,0,1
1018,0,0
1022,0,0
1728,0,0
1027,0,0
1367,0,1
1208,0,0
1255,0,1
1299,0,1
1059,0,1
1375,0,0
1742,0,0
1686,0,0
1077,0,0
1409,0,0
1838,0,1
1882,0,1
1089,0,1
1791,0,1
1803,0,0
1090,0,0
1093,1,1
1097,0,1
1098,0,1
1576,0,1
1102,0,1
1137,0,0
1922,0,1
1926,1,0
1421,0,1
1109,0,1
1782,0,0
1406,0,0
1118,0,1
1522,0,1
1799,0,0
1493,0,0
1738,0,1
1821,0,1
1941,0,1
1835,0,0
1354,0,0
1141,1,1
1142,0,0
1143,0,1
1840,1,1
2022,0,1
1153,0,1
1613,0,0
1156,1,0
1159,1,0
1497,0,0
1916,0,1
1181,0,1
2064,0,0
1194,0,1
1198,0,0
1940,0,1
1681,0,1
1313,0,1
1212,1,0
1301,0,1
1402,1,1
2048,0,1
1233,0,0
1234,0,0
1320,0,1
1236,0,1
1238,1,0
1478,1,0
1627,0,0
1645,0,1
1473,0,1
1263,0,0
1270,0,0
1278,0,0
2056,0,1
1415,0,1
1291,0,0
1989,0,1
1640,0,1
1426,0,0
1731,0,1
1555,0,1
1793,1,1
2032,0,0
1962,0,0
1331,0,1
1837,1,1
1401,0,0
1898,0,1
1350,0,0
1356,0,0
1813,0,1
1361,0,0
1363,0,1
1913,0,0
1386,1,0
1984,1,0
1545,0,1
1414,1,0
1585,1,1
1418,0,1
1527,1,1
1423,1,0
1849,0,1
1468,0,0
1906,1,1
1501,0,0
1449,0,1
1541,0,0
1894,1,0
1874,0,1
1483,0,1
1485,0,1
1598,0,0
1491,0,1
1557,0,1
1553,0,0
1539,0,0
1999,0,0
1554,0,0
1568,1,1
1869,0,0
1586,0,1
1618,0,0
1628,1,1
1629,0,0
1795,0,0
2013,0,0
1764,0,0
1792,0,1
1653,0,0
1903,0,0
1663,0,0
1754,0,0
1924,1,1
1694,0,0
2026,0,0
1776,0,1
1987,0,0
1990,0,1
1915,0,1
1780,0,0
1841,0,0
2002,0,1
1914,0,1
2069,0,1
2062,0,0
